사업장명,업종구분대분류,업종구분소분류,도로명전체주소
세종식당,일반음식점,한식,"제주특별자치도 제주시 남성로 128, 1층 (삼도일동)"
맛찬들한식,일반음식점,한식,"제주특별자치도 제주시 조천읍 신북로 138, 지하1층 B102호"
레드팬더2호점,일반음식점,중국식,"제주특별자치도 제주시 애월읍 일주서로 7235, 1층"
비자,일반음식점,분식,"제주특별자치도 제주시 구좌읍 다랑쉬북로 34, 주1동 1층"
비그로우,일반음식점,기타,"제주특별자치도 제주시 구좌읍 종달논길 16, 1층"
또오젠,일반음식점,호프/통닭,"제주특별자치도 제주시 한림읍 한림로17길 5, 1층"
한라정,일반음식점,한식,"제주특별자치도 제주시 서광로 43, 1층 1호 (용담이동)"
술이고팡,일반음식점,정종/대포집/소주방,"제주특별자치도 제주시 월랑로 13, 라자아일랜드빌딩 1층 (노형동)"
고기창고별관,일반음식점,한식,"제주특별자치도 제주시 우정로5길 15, 1층 (외도일동)"
불닭공장외도점,일반음식점,호프/통닭,"제주특별자치도 제주시 우령2길 19-2, 가동 1층 (외도일동)"
6월9일,일반음식점,기타,"제주특별자치도 제주시 연동10길 4, 1층 (연동)"
카페오다,일반음식점,기타,"제주특별자치도 제주시 조천읍 함덕로 40, 4층 401,402호"
1800무드,일반음식점,기타,"제주특별자치도 제주시 사송길 70, 1층 (영평동)"
한양고깃집제주아라점,일반음식점,한식,"제주특별자치도 제주시 도남로 199, 1층 (아라일동)"
426호프,일반음식점,호프/통닭,"제주특별자치도 제주시 구남동2길 28, 1층 (이도이동)"
상례차림,일반음식점,한식,"제주특별자치도 제주시 연무정길 28, 현대아파트 2층 14호 (건입동)"
오예끄,일반음식점,기타,"제주특별자치도 제주시 광양13길 6-2, 1층 1호 (이도이동)"
마뚜라레,일반음식점,기타,"제주특별자치도 제주시 인다15길 43, 1층 101호 (아라일동)"
삼화옛통치킨,일반음식점,호프/통닭,"제주특별자치도 제주시 화삼북로 7, 1층 105호 (화북일동)"
채수윤국수,일반음식점,한식,"제주특별자치도 제주시 고마로 14, 1층 (일도이동)"
강경준갤러리,일반음식점,기타,"제주특별자치도 제주시 월대5길 6, 4층 (외도이동)"
애월도,일반음식점,기타,"제주특별자치도 제주시 애월읍 하귀2길 56, 1층"
채선당자연한가득제주나인몰점,일반음식점,한식,"제주특별자치도 제주시 과원로 128, 나인몰 2층 210,211,212호 (연동)"
탕도령맛집,일반음식점,한식,"제주특별자치도 제주시 한경면 고산로1길 1, 1층"
와인샵,일반음식점,한식,"제주특별자치도 제주시 연북로 685, 1층 (이도이동)"
테디스밀,일반음식점,분식,"제주특별자치도 제주시 애월읍 애월로 128, 1층"
여의,일반음식점,중국식,"제주특별자치도 제주시 우령2길 10, 1층 (외도일동)"
한식7번가,일반음식점,한식,"제주특별자치도 제주시 은남3길 42, 1층 103호 (연동, 삼성원룸)"
돈삼겹아라점,일반음식점,한식,"제주특별자치도 제주시 아란8길 7, 1층 (아라일동)"
달보름,일반음식점,경양식,"제주특별자치도 제주시 구좌읍 대수길 24, 1층"
해신,일반음식점,냉면집,"제주특별자치도 제주시 한림읍 한림로 396-1, 1층"
스마일비치,일반음식점,패밀리레스트랑,"제주특별자치도 제주시 애월읍 금성5길 42-15, 1층"
산바,일반음식점,일식,"제주특별자치도 제주시 중앙로1길 33, 1층 (건입동)"
수이네식당,일반음식점,한식,"제주특별자치도 제주시 서해안로 52, 1층 (이호일동)"
하바나샌드위치클럽,일반음식점,"외국음식전문점(인도,태국등)","제주특별자치도 제주시 산지로 21, 1층 (건입동)"
마치하카타,일반음식점,일식,"제주특별자치도 제주시 무근성7길 21, 1층 (삼도이동)"
이치진이도점,일반음식점,일식,"제주특별자치도 제주시 신설로7길 31, 1층 (이도이동)"
왕고집찜마을동태탕노형점,일반음식점,한식,"제주특별자치도 제주시 연북로 20, 에코퍼플 1층 101호 (노형동)"
아싸88분식,일반음식점,분식,"제주특별자치도 제주시 노연로 77, 1층 (연동)"
섬마을,일반음식점,한식,"제주특별자치도 제주시 우도면 우도해안길 254, 마동 1층"
제주아홉혼술바협재점,일반음식점,한식,"제주특별자치도 제주시 한림읍 금능길 81-1, 1층"
비에이치씨제주세화점,일반음식점,호프/통닭,"제주특별자치도 제주시 구좌읍 구좌로 8, 1층"
소문,일반음식점,감성주점,"제주특별자치도 제주시 조천읍 신북로 487, 1층"
바람과사람그리고미술관,일반음식점,패밀리레스트랑,"제주특별자치도 제주시 1100로 2894-72, 103동 1층 (연동)"
제주양갱,일반음식점,한식,"제주특별자치도 제주시 동문로2길 1, 1층 (일도일동)"
노토매,일반음식점,기타,"제주특별자치도 제주시 전농로7길 39, 1동 1층 (삼도일동)"
철수네숯불갈비함덕점,일반음식점,기타,"제주특별자치도 제주시 조천읍 조천우회로 527, 202동 1층 102호 (에덴빌리지2차)"
미트서플라이,일반음식점,기타,"제주특별자치도 제주시 조천읍 선교로 149, 제2동 1층"
소담키친,일반음식점,기타,"제주특별자치도 제주시 애월읍 항몽로 34, 1층"
동문꼬마김밥,일반음식점,분식,"제주특별자치도 제주시 동문로 18, 1층 (일도일동)"
동광회센타,일반음식점,기타,"제주특별자치도 제주시 연삼로 544, 1층 (일도이동)"
오키니,일반음식점,일식,"제주특별자치도 제주시 연화로2길 8, 1층 (연동)"
이로운술상,일반음식점,기타,"제주특별자치도 제주시 조천읍 함덕16길 44, 1층"
새미언덕,일반음식점,한식,"제주특별자치도 제주시 중산간동로 188-6, 1층 (회천동)"
역전할머니맥주일도점,일반음식점,호프/통닭,"제주특별자치도 제주시 천수로9길 1, 1층 (일도이동, 그랑펠리스)"
제주그때그집한림협재점,일반음식점,기타,"제주특별자치도 제주시 한림읍 한림로 591, 1층"
돈사돈제주월정리점,일반음식점,한식,"제주특별자치도 제주시 구좌읍 한동북1길 29-3, 1층"
너나들이민속주점,일반음식점,기타,"제주특별자치도 제주시 구남로 38, 1층 (이도이동)"
담을솥,일반음식점,경양식,"제주특별자치도 제주시 조천읍 함대로 520, 1층"
애월연어,일반음식점,일식,"제주특별자치도 제주시 애월읍 하소로 660, 1층"
태하횟집,일반음식점,횟집,"제주특별자치도 제주시 동한두기길 31-2, 1,2층 (용담일동)"
노가리앤비어삼화지구점,일반음식점,호프/통닭,"제주특별자치도 제주시 건주로4길 10-4, 1층 101호 (도련일동)"
협재홀라인,일반음식점,기타,"제주특별자치도 제주시 한림읍 한림로 197, 1층"
박대감,일반음식점,한식,"제주특별자치도 제주시 중앙로2길 37, 1층 (삼도이동)"
노가리앤비어노형2호점,일반음식점,한식,"제주특별자치도 제주시 수덕7길 21, 가동 1층 101호 (노형동)"
돈삼겹한라점,일반음식점,식육(숯불구이),"제주특별자치도 제주시 연화로 51, 1층 (연동)"
한샘해장국본점,일반음식점,한식,"제주특별자치도 제주시 아연로 195-1, 1층 (오라이동)"
태랑,일반음식점,한식,"제주특별자치도 제주시 테우해안로 136, 1층 (이호일동)"
코바,일반음식점,기타,"제주특별자치도 제주시 서해안로 348-1, 1층 (도두이동)"
브루클린,일반음식점,까페,"제주특별자치도 제주시 애월읍 신엄연대길 30, 1층"
곰돌이숯불갈비,일반음식점,한식,"제주특별자치도 제주시 일주서로 7852, 1층 (연동)"
호야네집,일반음식점,한식,"제주특별자치도 제주시 연화로1길 6-1, 1층 (연동)"
비자향,일반음식점,기타,"제주특별자치도 제주시 구좌읍 비자림로 2270, 1층"
삼춘네정육식당,일반음식점,식육(숯불구이),"제주특별자치도 제주시 화삼로1길 15, A동 2층 (화북일동)"
더회전훠궈,일반음식점,중국식,"제주특별자치도 제주시 노연로 55, 2층 (노형동)"
앙뚜아네트,일반음식점,기타,"제주특별자치도 제주시 서해안로 671, 1층 (용담삼동)"
표선제주닭집,일반음식점,호프/통닭,"제주특별자치도 제주시 원노형남1길 46, 1층 (노형동)"
세화바당,일반음식점,기타,"제주특별자치도 제주시 구좌읍 세화1길 7, 1층"
파라디소,일반음식점,경양식,"제주특별자치도 제주시 전농로 75-1, 2층 (삼도이동)"
달그락식탁,일반음식점,한식,"제주특별자치도 제주시 인다4길 4, 1층 (아라일동)"
맛깔참죽신제주점,일반음식점,한식,"제주특별자치도 제주시 도령로 111, 1층 (연동, 진호뉴캐슬)"
돌담통닭,일반음식점,기타,"제주특별자치도 제주시 구좌읍 해녀박물관길 33-1, 1층"
하고수길,일반음식점,경양식,"제주특별자치도 제주시 우도면 하고수길 64, B동 1~2층"
땅땅치킨외도점,일반음식점,호프/통닭,"제주특별자치도 제주시 우정로 52, 1층 (외도일동)"
월정해변갈비,일반음식점,한식,"제주특별자치도 제주시 구좌읍 월정1길 70-12, 1층"
옛날아우내순대,일반음식점,한식,"제주특별자치도 제주시 애월읍 애월해안로 960, 1층"
환상숲곶자왈공원,일반음식점,기타,"제주특별자치도 제주시 한경면 녹차분재로 594-1, 1층"
미풍해장국일도베라체점,일반음식점,한식,"제주특별자치도 제주시 연신로 89, 1층 (이도이동)"
카페조아,일반음식점,기타,"제주특별자치도 제주시 연오로 39, 2층 (오라삼동)"
카페보리다,일반음식점,경양식,"제주특별자치도 제주시 오복1길 17, 1층 100호 (이도이동, 스마트빌라)"
에머이제주점,일반음식점,"외국음식전문점(인도,태국등)","제주특별자치도 제주시 인다3길 8-2, 2층 (아라일동)"
맛도리유부,일반음식점,기타,"제주특별자치도 제주시 남성로 99, 1층 (용담일동)"
우도돌담집,일반음식점,분식,"제주특별자치도 제주시 우도면 우도해안길 472, 1층"
월령작야,일반음식점,일식,"제주특별자치도 제주시 한림읍 월령3길 39-5, 지하1층"
대독장제주본점,일반음식점,기타,"제주특별자치도 제주시 연북로 212, 1층 (오라이동)"
똥광,일반음식점,기타,"제주특별자치도 제주시 신대로19길 13-1, 1층 (연동)"
라몽,일반음식점,기타,"제주특별자치도 제주시 다랑곶6길 38, 1층 (노형동)"
저지가주,일반음식점,기타,"제주특별자치도 제주시 한경면 중산간서로 3678, 1층"
명희식당,일반음식점,기타,"제주특별자치도 제주시 한경면 녹차분재로 626, 1층"
더로그,일반음식점,기타,"제주특별자치도 제주시 산천단동3길 26, 1,2층 (아라일동)"
노랑통닭제주한라대점,일반음식점,기타,"제주특별자치도 제주시 한라대학로 81, 유유빌 1층 (노형동)"
미혜네,일반음식점,기타,"제주특별자치도 제주시 원노형6길 11-5, 1층 (노형동)"
소북경,일반음식점,중국식,"제주특별자치도 제주시 원노형로 54, 3층 (노형동)"
도련한우식육식당,일반음식점,기타,"제주특별자치도 제주시 삼봉로 211, 1층 (도련일동)"
로스터리어둑,일반음식점,기타,"제주특별자치도 제주시 한림읍 협재1길 53, 2층"
오빠네해물라면,일반음식점,분식,"제주특별자치도 제주시 한림읍 한림로 475, 지하1층"
옹포다방,일반음식점,기타,"제주특별자치도 제주시 한림읍 한림로 485-4, 1층"
하치다찌,일반음식점,호프/통닭,"제주특별자치도 제주시 애월읍 애원로 5, 1층"
펍아지트,일반음식점,기타,"제주특별자치도 제주시 조천읍 신북로 643, 1층"
인디언썸머,일반음식점,경양식,"제주특별자치도 제주시 애월읍 애월로4길 9, 1층"
로스트앤헤븐,일반음식점,기타,"제주특별자치도 제주시 테우해안로 162, 1층 (이호일동)"
고향향토장터,일반음식점,한식,"제주특별자치도 제주시 추자면 추자로 576, 신양어촌계 1층"
헬렌앤마리,일반음식점,기타,"제주특별자치도 제주시 관덕로8길 11, 1층 102호 (이도일동, 극동행복그린)"
메종글래드제주부처,일반음식점,한식,"제주특별자치도 제주시 노연로 80, 메종글래드 제주 1층 (연동)"
토대력스마일점,일반음식점,호프/통닭,"제주특별자치도 제주시 서광로 264, 1층 (삼도일동)"
협재머겅가게,일반음식점,기타,"제주특별자치도 제주시 한림읍 한림로 349-1, 1층"
족발야시장노형점,일반음식점,한식,"제주특별자치도 제주시 다랑곶1길 9, 1층 (노형동)"
동귀리갈칫집,일반음식점,한식,"제주특별자치도 제주시 월랑로 83, 1층 (노형동)"
광안국밥,일반음식점,한식,"제주특별자치도 제주시 광양6길 2, 1층 102호 (이도일동)"
서프라이즈,일반음식점,한식,"제주특별자치도 제주시 조천읍 남조로 2243, 1동 1층"
런던다락,일반음식점,한식,"제주특별자치도 제주시 한림읍 한림로 335, D동 1층"
우도로93,일반음식점,한식,"제주특별자치도 제주시 우도면 우도로 93, 1층"
