사업장명,업종구분대분류,업종구분소분류,도로명전체주소
터미널다방,휴게음식점,다방,"제주특별자치도 제주시 서광로 174, 2층 (오라일동)"
아띠마루커피랩,휴게음식점,커피숍,제주특별자치도 제주시 서광로 161 (용담일동)
GS25연동국기점,휴게음식점,편의점,제주특별자치도 제주시 국기로3길 11 (연동)
써브웨이신제주연동신시가지점,휴게음식점,패스트푸드,"제주특별자치도 제주시 국기로1길 2, 지하1~1층 (연동)"
보리빵마을,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 도령로 170 (연동)
에스페셜,휴게음식점,기타 휴게음식점,"제주특별자치도 제주시 과원로 78, 1층 (연동)"
수제홍과일모찌,휴게음식점,기타 휴게음식점,"제주특별자치도 제주시 연동14길 14, 1층 (연동)"
인화삐삐,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 신산로15길 38 (일도이동)
피자굽는곰아저씨외도점,휴게음식점,패스트푸드,제주특별자치도 제주시 우정로11길 11 (외도일동)
밤수지맨드라미,휴게음식점,커피숍,"제주특별자치도 제주시 우도면 우도해안길 530, 1층"
우리동네피시방,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 남광로 135 (일도이동)
학사휴게실,휴게음식점,기타 휴게음식점,
지에스25연동중앙점,휴게음식점,편의점,"제주특별자치도 제주시 연동7길 35, 1층 (연동)"
씨유제주사라점,휴게음식점,편의점,제주특별자치도 제주시 사라봉길 10 (건입동)
씨유제주사라봉점,휴게음식점,편의점,제주특별자치도 제주시 임항로 279 (건입동)
씨유제주용문점,휴게음식점,편의점,제주특별자치도 제주시 과원북4길 11 (노형동)
씨유제주삼양점,휴게음식점,편의점,제주특별자치도 제주시 일주동로 326 (삼양이동)
빽다방제주대학로점,휴게음식점,커피숍,"제주특별자치도 제주시 광양8길 12-1, 1층 (이도이동)"
호봉토스트노형점,휴게음식점,패스트푸드,"제주특별자치도 제주시 월랑로 16, 1층 (노형동)"
브릭캠퍼스버거,휴게음식점,기타 휴게음식점,"제주특별자치도 제주시 1100로 3047, 1층 1호 (노형동)"
아이닉스,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 용문로 146 (용담이동)
장산다방제주휘슬락점,휴게음식점,커피숍,"제주특별자치도 제주시 서부두2길 26, 101,102호 (건입동)"
다경,휴게음식점,기타 휴게음식점,"제주특별자치도 제주시 신대로12길 51, 2호 (연동)"
향기다방,휴게음식점,다방,제주특별자치도 제주시 중앙로 184 (이도일동)
일광다방,휴게음식점,다방,제주특별자치도 제주시 서사로 10 (용담일동)
씨유제주고마로점,휴게음식점,편의점,제주특별자치도 제주시 고마로3길 33 (일도이동)
자매분식,휴게음식점,일반조리판매,제주특별자치도 제주시 연삼로 670 (화북이동)
씨유제주신촌점,휴게음식점,편의점,제주특별자치도 제주시 조천읍 신촌3길 1
롯데리아제주항디티점,휴게음식점,패스트푸드,"제주특별자치도 제주시 임항로 94, 1~2층 (건입동)"
스타벅스커피제주용담DT,휴게음식점,커피숍,"제주특별자치도 제주시 서해안로 380, 1층 (용담삼동)"
한국맥도날드(유)제주일도DT점,휴게음식점,패스트푸드,"제주특별자치도 제주시 동광로 134, 1~3층 (일도이동)"
진가커피,휴게음식점,커피숍,"제주특별자치도 제주시 제원1길 32, 1층 (연동)"
씨유제주월평점,휴게음식점,기타 휴게음식점,"제주특별자치도 제주시 아봉로 267, 102동 지하1층 101호 (월평동, 베티모루)"
사굴식당,휴게음식점,일반조리판매,제주특별자치도 제주시 구좌읍 만장굴길 34
커피473,휴게음식점,기타 휴게음식점,"제주특별자치도 제주시 연삼로 473, 제주도중소기업종합지원센터 1층 (이도이동)"
공차제주일도점,휴게음식점,과자점,제주특별자치도 제주시 고마로 101 (일도이동)
지에스25이도광장점,휴게음식점,편의점,"제주특별자치도 제주시 연삼로 405, 1층 (이도이동)"
친한친구분식,휴게음식점,일반조리판매,제주특별자치도 제주시 도근내길 22 (외도일동)
플랏포커피,휴게음식점,커피숍,"제주특별자치도 제주시 원노형5길 27, 102호 (노형동)"
세븐신북점,휴게음식점,편의점,"제주특별자치도 제주시 조천읍 신북로 66, 102동 103호"
지에스25연동아산점,휴게음식점,편의점,"제주특별자치도 제주시 사장길 26, 1층 102호 (연동)"
버무리떡볶이노형점,휴게음식점,일반조리판매,제주특별자치도 제주시 정존11길 39 (노형동)
예담분식,휴게음식점,일반조리판매,제주특별자치도 제주시 신산로15길 36 (일도이동)
온에어pc방제주외도점,휴게음식점,기타 휴게음식점,"제주특별자치도 제주시 우정로 52, 2층 (외도일동)"
팔공티삼양점,휴게음식점,편의점,제주특별자치도 제주시 일주동로 368 (삼양이동)
제이에스레져주식회사,휴게음식점,기타 휴게음식점,
카페클라츠,휴게음식점,커피숍,제주특별자치도 제주시 남광로2길 17-3 (이도이동)
지에스제주노형정원점,휴게음식점,편의점,제주특별자치도 제주시 노형4길 17 (노형동)
큰아들,휴게음식점,일반조리판매,제주특별자치도 제주시 연동9길 29 (연동)
돈까스마을,휴게음식점,일반조리판매,제주특별자치도 제주시 서광로29길 36 (이도일동)
GS25연동대림점,휴게음식점,편의점,"제주특별자치도 제주시 과원북4길 73, 효정빌딩1차 1층 (연동)"
마이티커피,휴게음식점,커피숍,"제주특별자치도 제주시 구남동6길 11, 1층 (이도이동)"
파스쿠찌제주이도점,휴게음식점,커피숍,제주특별자치도 제주시 중앙로 371-1 (이도이동)
고산농협하나로마트분식,휴게음식점,일반조리판매,제주특별자치도 제주시 한경면 용고로 81
빵굽는놀이터,휴게음식점,커피숍,제주특별자치도 제주시 조천읍 신촌3길 48
먹쿠슬낭,휴게음식점,커피숍,제주특별자치도 제주시 오라로 24 (오라삼동)
(주)아라온푸드체육회관,휴게음식점,일반조리판매,제주특별자치도 제주시 서광로2길 24 (오라일동)
비아제주,휴게음식점,커피숍,"제주특별자치도 제주시 삼무로9길 11, 1층 (연동)"
주먹밥이야기,휴게음식점,커피숍,"제주특별자치도 제주시 진동로3길 23, 1층 (화북일동)"
델문도제주도립미술관점,휴게음식점,커피숍,"제주특별자치도 제주시 1100로 2894-78 (연동,제주특별자치도립미술관)"
지에스25용담열린점,휴게음식점,편의점,제주특별자치도 제주시 용남1길 1 (용담일동)
부추,휴게음식점,커피숍,"제주특별자치도 제주시 애월읍 평화로 2715, 제주관광대학 공공기숙사동 2층 4호"
슈슈봉봉제주노형점,휴게음식점,기타 휴게음식점,"제주특별자치도 제주시 1100로 3321, 4층 (노형동)"
씨유제주설촌로점,휴게음식점,기타 휴게음식점,"제주특별자치도 제주시 설촌로12길 23-1, 1층 (삼양이동)"
지에스25동광양점,휴게음식점,편의점,제주특별자치도 제주시 동광로 21-1 (이도일동)
설문대,휴게음식점,다방,제주특별자치도 제주시 한림읍 한림해안로 160
한림읍사무소구내식당,휴게음식점,일반조리판매,제주특별자치도 제주시 한림읍 한림상로 132
탐라푸드,휴게음식점,일반조리판매,제주특별자치도 제주시 연미2길 34 (오라삼동)
담화헌,휴게음식점,커피숍,제주특별자치도 제주시 축산마을북길 55 (해안동)
꽃밭에서,휴게음식점,커피숍,제주특별자치도 제주시 516로 3157 (아라일동)
피자헛이도점,휴게음식점,일반조리판매,제주특별자치도 제주시 연삼로 431 (이도이동)
커피마마제주한림점,휴게음식점,기타 휴게음식점,"제주특별자치도 제주시 한림읍 한림상로 136, 1층"
소소오늘,휴게음식점,기타 휴게음식점,"제주특별자치도 제주시 한경면 두모1길 10-20, 1층"
바당한그릇,휴게음식점,기타 휴게음식점,"제주특별자치도 제주시 애월읍 애월해안로 552-3, 1층"
소낭뜰,휴게음식점,커피숍,제주특별자치도 제주시 열녀길 8 (아라일동)
제주시산림조합휴림,휴게음식점,커피숍,"제주특별자치도 제주시 애월읍 광령남서길 40, 1층"
(주)이마트신제주점4호,휴게음식점,일반조리판매,제주특별자치도 제주시 1100로 지하 3348 (노형동)
제주시산림조합휴림2,휴게음식점,커피숍,"제주특별자치도 제주시 애월읍 광령남서길 40, 1층"
(주)보승식품,휴게음식점,일반조리판매,제주특별자치도 제주시 1100로 3348 (노형동)
에그드랍제주시청점,휴게음식점,커피숍,"제주특별자치도 제주시 서광로 301, 1층 (이도일동)"
대성스카이,휴게음식점,일반조리판매,"제주특별자치도 제주시 중앙로 141 (이도일동,외2필지(7층))"
씨유제주첨단꿈에그린점,휴게음식점,기타 휴게음식점,"제주특별자치도 제주시 첨단로동길 74, 1층 101호 (월평동)"
지에스25삼화엘에이치점,휴게음식점,편의점,"제주특별자치도 제주시 화삼로 110, 104,105호 (도련이동, 제주삼화엘에이치3단지)"
올더타임아이파크점,휴게음식점,커피숍,"제주특별자치도 제주시 노형8길 9, 1층 (노형동)"
카페록록,휴게음식점,기타 휴게음식점,"제주특별자치도 제주시 구좌읍 구좌로 49, 1층"
지에스제주우령점,휴게음식점,기타 휴게음식점,"제주특별자치도 제주시 우령서로 20, 1층 (외도일동)"
만땅피씨연동점,휴게음식점,기타 휴게음식점,"제주특별자치도 제주시 도령로13길 13, 2층 (연동)"
샤베르3호점,휴게음식점,기타 휴게음식점,"제주특별자치도 제주시 중앙로 지하 60, 142호 (일도일동,중앙지하상가)"
샐리가든커피법원점,휴게음식점,커피숍,제주특별자치도 제주시 남광북5길 2 (이도이동)
하얀산호카페,휴게음식점,커피숍,"제주특별자치도 제주시 우도면 우도해안길 144, 1층"
청춘쌀핫도그삼화점,휴게음식점,패스트푸드,"제주특별자치도 제주시 화삼로 166, 상가동 102호 (삼양이동)"
소설다방,휴게음식점,커피숍,"제주특별자치도 제주시 중앙로 204, 2층 (이도일동)"
망고홀릭애월해안도로점,휴게음식점,커피숍,"제주특별자치도 제주시 애월읍 애월해안로 298, A동 1층"
지에스25삼도관덕점,휴게음식점,편의점,"제주특별자치도 제주시 관덕로2길 15, 1층 (삼도이동)"
하버호텔구내,휴게음식점,기타 휴게음식점,"제주특별자치도 제주시 임항로 260, 1층 (건입동)"
세븐일레븐제주도남로점,휴게음식점,편의점,"제주특별자치도 제주시 도남로 3, 1층 (도남동)"
하귀국수존,휴게음식점,일반조리판매,"제주특별자치도 제주시 애월읍 하귀로 56, 1층"
파스쿠찌제주노형로터리점,휴게음식점,커피숍,"제주특별자치도 제주시 다랑곶길 4, 1층 (노형동)"
지에스25편의점이도신설점,휴게음식점,편의점,"제주특별자치도 제주시 신설로2길 1, 1층 (이도이동)"
김밥마로,휴게음식점,일반조리판매,"제주특별자치도 제주시 월랑로2길 18, 1층 (노형동)"
아봉로휴게소구내,휴게음식점,편의점,"제주특별자치도 제주시 아봉로 164, 1층 제1호 (영평동)"
미소다방,휴게음식점,다방,"제주특별자치도 제주시 탑동로 140 (용담일동,,34)"
탐앤탐스제주점,휴게음식점,커피숍,"제주특별자치도 제주시 중앙로 236, 문산빌딩 1~2층 (이도이동)"
지에스25아라타운점,휴게음식점,편의점,"제주특별자치도 제주시 인다8길 8, 1층 (아라일동)"
세븐일레븐제주세화점,휴게음식점,편의점,"제주특별자치도 제주시 구좌읍 세화2길 11, 1층"
아레나엑스피시방,휴게음식점,기타 휴게음식점,"제주특별자치도 제주시 노연로 113, 6층 (연동)"
(주)이마트신제주점1호,휴게음식점,일반조리판매,제주특별자치도 제주시 1100로 지하 3348 (노형동)
고요한하루,휴게음식점,커피숍,"제주특별자치도 제주시 조천읍 북선로 241-1, 1층"
(주)이마트신제주점5호,휴게음식점,일반조리판매,제주특별자치도 제주시 1100로 지하 3348 (노형동)
파스쿠찌제주한라병원점,휴게음식점,커피숍,"제주특별자치도 제주시 도령로 73, 2층 201호 (연동, 연동 펠리체)"
피자굽는아저씨,휴게음식점,패스트푸드,제주특별자치도 제주시 연동4길 12 (연동)
분홍씨,휴게음식점,커피숍,제주특별자치도 제주시 애월읍 곽지11길 7
새콤달콤애월점,휴게음식점,커피숍,"제주특별자치도 제주시 애월읍 곽지1길 34, 가동 1층"
